## Page 1 (FAST)

This looks like a document page.

## Visible Text (verbatim)
United States v. Ghislaine Maxwell
20 Cr. 330 (AJN)
Testifying Witness 3500 Material
11/6/2021

3502
Date	Description	Attorney	Produced to Defense
3503-068	2020.08.19	Email	2021.10.11
3503-069	2020.10.02	Email	2021.10.11
3503-070	2020.10.02	Email	2021.10.11
3503-071	2020.10.02	Attachment to email	2021.10.11
3503-072	2020.10.02	Attachment to email	2021.10.11
3503-073	2020.10.05	Email	2021.10.11
3503-074	2020.10.08	Email	2021.10.11
3503-075	2020.10.08	Email	2021.10.11
3503-076	2020.10.09	Email	2021.10.11
3503-077	2020.10.09	Email	2021.10.11
3503-078	2020.10.12	Email	2021.10.11
3503-079	2020.10.13	Email	2021.10.11
3503-080	2020.10.14	Email	2021.10.11
3503-081	2020.10.15	Email	2021.10.11
3503-082	2020.10.15	Email	2021.10.11
3503-083	2020.10.16	Email	2021.10.11
3503-084	2020.10.16	Email	2021.10.11
3503-085	2020.10.19	Email	2021.10.11
3503-086	2020.10.19	Email	2021.10.11
3503-087	2020.10.20	Email	2021.10.11
3503-088	2020.10.21	Email	2021.10.11
3503-089	2020.10.21	Email	2021.10.11
3503-090	2020.10.23	Email	2021.10.11
3503-091	2020.10.26	Email	2021.10.11
3503-092	2020.10.26	Attachment to email	2021.10.11
3503-093	2020.10.26	Email	2021.10.11
3503-094	2020.10.26	Attachment to email	2021.10.11
3503-095	2020.10.26	Email	2021.10.11
3503-096	2020.10.26	Attachment to email	2021.10.11
3503-097	2020.10.26	Email	2021.10.11
3503-098	2020.10.26	Attachment to email	2021.10.11
3503-099	2020.10.26	Attachment to email	2021.10.11
3503-100	2020.10.26	Attachment to email	2021.10.11
3503-101	2020.10.26	Attachment to email	2021.10.11
3503-102	2020.10.26	Email	2021.10.11
3503-103	2020.10.26	Attachment to email	2021.10.11
3503-104	2020.10.26	Attachment to email	2021.10.11
3503-105	2020.10.27	Email	2021.10.11
3503-106	2020.10.27	Email	2021.10.11
3503-107	2020.10.29	Email	2021.10.11
3503-108	2021.04.30	Email	2021.10.11

3504	Date	Description	Attorney	Produced to Defense
3504-001	2003.10.05	Palm Beach Police Report	2021.10.11
3504-002	2003.10.05	Palm Beach Police Report	2021.10.11
3504-003	2005.11.09	Palm Beach Police Report	2021.10.11
3504-004	2005.11.10	Palm Beach Police Report	2021.10.11
3504-005	2005.11.10	PBPD recording	2021.10.11
3504-006	2005.11.10	Letter	2021.10.11
3504-007	2005.11.17	Driver information	2021.10.11
3504-008	2005.11.21	Palm Beach Police Report	2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
2
EFTA00021969

This document appears to be a page from an official record, likely a discovery or production schedule, given the structure and content.

---

## Analysis

This is a **document page** — specifically, it appears to be a scanned or digitally rendered page of a formal document (likely a production list or discovery schedule from a legal proceeding).

### Key Characteristics Supporting This Classification:

- **Structured Tables**: The image clearly displays two distinct tables with columns and rows, typical of formal documents.
- **Consistent Formatting**: Text is aligned, columns have headers, and entries follow a uniform pattern.
- **Document Metadata**:
  - A footer note: “SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17” — common in legal filings.
  - A page number “2” and a document identifier “EFTA00021969” — typical of court or legal documents.
- **Content**:
  - The tables contain numerical IDs (e.g., 3503-038, 3504-001), dates, descriptions of items (e.g., “Email,” “Palm Beach Police Report”), and a “Produced to Defense” column — all indicative of a legal discovery or production schedule.
  - The content is repetitive and systematic, which is characteristic of a document, not a photograph or diagram.
- **No Visual Artifacts**: There are no charts, graphs, diagrams, or stylized visual elements that would suggest it’s a diagram. The entire image is text and tabular data.

### Conclusion:
This is **not** a photo or diagram. It is a **document page**, and the visible text is verbatim as presented in the image. The transcription provided above captures all visible content accurately, preserving line breaks and structure.

---

## Page 3 (FAST)

## Visible Text (verbatim)

3504-009 2005.11.21 [redacted] sworn statement 2021.10.11
3504-010 2005.11.21 [redacted] sworn statement 2021.10.11
3504-011 2005.11.21 [redacted] sworn statement 2021.10.11
3504-012 2006.05.01 Palm Beach Police Report 2021.10.11
3504-013 2006.05.01 Palm Beach Police Report 2021.10.11
3504-014 2006.05.01 Palm Beach Police Report 2021.10.11
3504-015 2006.08.26 Palm Beach Police Report 2021.10.11
3504-016 2006.10.20 Memorandum 2021.10.11
3504-017 2006.12.04 Driver information 2021.10.11
3504-018 2006.12.04 Criminal history check 2021.10.11
3504-019 2007.02.01 Letter 2021.10.11
3504-020 2007.12.11 Letter 2021.10.11
3504-021 2009.09.08 Deposition, Volume I 2021.10.11
3504-022 2009.09.08 Deposition, Volume II 2021.10.11
3504-023 2016.06.01 Deposition Exhibit 2 2021.10.11
3504-024 2016.06.01 Deposition Exhibit 3 2021.10.11
3504-025 2016.06.01 Deposition Exhibit 4 2021.10.11
3504-026 2016.06.01 Deposition Exhibit 5 2021.10.11
3504-027 2016.06.01 Deposition Exhibit 6 2021.10.11
3504-028 2016.06.01 Deposition Exhibit 7 2021.10.11
3504-029 2016.06.01 Deposition transcript 2021.10.11
3504-030 2016.06.01 Deposition transcript 2021.10.11
3504-031 2016.09.15 Sworn Affidavit 2021.10.11
3504-032 2019.07.13 Interview 302 2021.10.11
3504-033 2019.07.13 Notes 2021.10.11
3504-034 2020.02.19 Interview 302 2021.10.11
3504-035 2020.02.19 Notes 2021.10.11
3504-036 2020.06.28 Grand jury transcript 2021.10.11
3504-037 2020.09.28 Notes 2021.10.11
3504-038 2021.03.29 Grand jury transcript 2021.10.11
3504-039 2021.06.08 Notes 2021.10.11
3504-040 2021.06.24 Notes 2021.10.11
3504-041 2021.07.14 Notes 2021.10.11
3504-042 2021.07.14 Criminal history check 2021.10.11
3504-043 2021.07.14 Criminal history check 2021.10.11
John Reynolds 2021.10.11

3505 Date Description Attorney Produced to Defense
3505-001 2006.12.14 Driver information 2021.10.11
3505-002 2007.05.08 Transcript 2021.10.11
3505-003 2007.06.07 Letter 2021.10.11
3505-004 2007.07.03 Driver information 2021.10.11
3505-005 2007.08.07 Interview 302 2021.10.11
3505-006 2007.08.07 Notes 2021.10.11
3505-007 2007.08.07 Property receipt 2021.10.11
3505-008 2007.08.28 Declaration 2021.10.11
3505-009 2007.09.07 Driver information 2021.10.11
3505-010 2007.09.07 Criminal history check 2021.10.11
3505-011 2007.09.07 Driver information 2021.10.11
3505-012 2007.09.07 Criminal history check 2021.10.11
3505-013 2007.09.07 Criminal history check 2021.10.11
3505-014 2007.09.07 Search records 2021.10.11
3505-015 2007.09.07 Criminal history check 2021.10.11
3505-016 2007.09.07 Criminal history check 2021.10.11
3505-017 2008.01.10 Letter 2021.10.11
3505-018 2008.03.18 Transcript 2021.10.11
3505-019 2008.06.19 [redacted] submission to DAG 2021.10.11
3505-020 2008.06.30 Letter 2021.10.11
3505-021 2008.07.10 Letter 2021.10.11
3505-022 2008.07.10 Letter 2021.10.11
3505-023 2008.09.02 Letter 2021.10.11
3505-024 2008.12.05 Letter 2021.10.11
3505-025 2009.02.09 Complaint 2021.10.11
3505-026 2009.02.13 Plaintiff response 2021.10.11
3505-027 2009.03.23 Plaintiff notice 2021.10.11
3505-028 2009.06.17 Letter 2021.10.11
3505-029 2009.06.17 Letter 2021.10.11
3505-030 2009.08.13 Transcript 2021.10.11
3505-031 2009.08.31 Transcript 2021.10.11
3505-032 2009.09.31 Summary report 2021.10.11
3505-033 2009.10.10 Medical records 2021.10.11
3505-034 2009.10.20 Questionnaire 2021.10.11
3505-035 2009.10.21 Transcript 2021.10.11
3505-036 2009.10.21 Medical examination 2021.10.11
3505-037 2009.10.24 Notes 2021.10.11
3505-038 2009.11.06 Plaintiff's Notice 2021.10.11
3505-039 2009.11.09 Medical records 2021.10.11
3505-040 2009.11.13 Medical report 2021.10.11
3505-041 2009.12.02 Plaintiff's Notice 2021.10.11
3505-042 2009.12.03 Response 2021.10.11
3505-043 2009.12.04 Deposition 2021.10.11
3505-044 2009.12.04 Deposition 2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
3 EFTA00021970

---

This is a document page.

The document appears to be a production schedule or an exhibit list for a legal case, formatted in a tabular layout with multiple columns and rows.

The document is divided into two main sections:

1. **Section 3504**: A list of documents (with ID numbers from 3504-009 to 3504-043). Each row contains the following columns:
   - Document ID
   - Date (original creation date)
   - Description (e.g., "sworn statement," "Palm Beach Police Report," "Deposition, Volume I," etc.)
   - A redacted entry (appears to be the attorney's name) and a column for "Produced to Defense," which contains the date "2021.10.11" for every entry.

   The entry for John Reynolds appears at the bottom of this section.

2. **Section 3505**: A second list of documents (with ID numbers from 3505-001 to 3505-044) with a similar structure but with additional columns:
   - Document ID
   - Date
   - Description
   - Attorney (blank for most entries, with one redacted entry for “submission to DAG”)
   - Produced to Defense (again, "2021.10.11" for every entry)

Both sections share a common footer at the bottom of the page:
- “SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17”
- The page number “3” on the right side.
- The identifier “EFTA00021970” on the far right.

**Format Details**:
- All text is in black, sans-serif font (likely Arial or similar).
- The table headers are in a blue background with white text.
- There is a thin horizontal line separating the two sections.
- The layout is highly structured and tabular.

**Content Notes**:
- Dates range from 2005 to 2021.
- The "Produced to Defense" column indicates that all documents listed were produced on 2021.10.11.
- The redacted areas (e.g., “[redacted]” and the attorney name for “John Reynolds”) suggest the document is subject to confidentiality or protective orders.
- The footer mentions “SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17,” which is likely referring to rules of confidentiality or discovery in a legal proceeding.
- The identifier “EFTA00021970” suggests this is an electronic document from a case management or legal software system. EFTA likely refers to the "Electronic Filing and Tracking System" or a similar system.

---

**Transcribed Verbatim (Preserving Structure)**

```
3504-009 2005.11.21 [redacted] sworn statement 2021.10.11
3504-010 2005.11.21 [redacted] sworn statement 2021.10.11
3504-011 2005.11.21 [redacted] sworn statement 2021.10.11
3504-012 2006.05.01 Palm Beach Police Report 2021.10.11
3504-013 2006.05.01 Palm Beach Police Report 2021.10.11
3504-014 2006.05.01 Palm Beach Police Report 2021.10.11
3504-015 2006.08.26 Palm Beach Police Report 2021.10.11
3504-016 2006.10.20 Memorandum 2021.10.11
3504-017 2006.12.04 Driver information 2021.10.11
3504-018 2006.12.04 Criminal history check 2021.10.11
3504-019 2007.02.01 Letter 2021.10.11
3504-020 2007.12.11 Letter 2021.10.11
3504-021 2009.09.08 Deposition, Volume I 2021.10.11
3504-022 2009.09.08 Deposition, Volume II 2021.10.11
3504-023 2016.06.01 Deposition Exhibit 2 2021.10.11
3504-024 2016.06.01 Deposition Exhibit 3 2021.10.11
3504-025 2016.06.01 Deposition Exhibit 4 2021.10.11
3504-026 2016.06.01 Deposition Exhibit 5 2021.10.11
3504-027 2016.06.01 Deposition Exhibit 6 2021.10.11
3504-028 2016.06.01 Deposition Exhibit 7 2021.10.11
3504-029 2016.06.01 Deposition transcript 2021.10.11
3504-030 2016.06.01 Deposition transcript 2021.10.11
3504-031 2016.09.15 Sworn Affidavit 2021.10.11
3504-032 2019.07.13 Interview 302 2021.10.11
3504-033 2019.07.13 Notes 2021.10.11
3504-034 2020.02.19 Interview 302 2021.10.11
3504-035 2020.02.19 Notes 2021.10.11
3504-036 2020.06.28 Grand jury transcript 2021.10.11
3504-037 2020.09.28 Notes 2021.10.11
3504-038 2021.03.29 Grand jury transcript 2021.10.11
3504-039 2021.06.08 Notes 2021.10.11
3504-040 2021.06.24 Notes 2021.10.11
3504-041 2021.07.14 Notes 2021.10.11
3504-042 2021.07.14 Criminal history check 2021.10.11
3504-043 2021.07.14 Criminal history check 2021.10.11
John Reynolds 2021.10.11

3505 Date Description Attorney Produced to Defense
3505-001 2006.12.14 Driver information 2021.10.11
3505-002 2007.05.08 Transcript 2021.10.11
3505-003 2007.06.07 Letter 2021.10.11
3505-004 2007.07.03 Driver information 2021.10.11
3505-005 2007.08.07 Interview 302 2021.10.11
3505-006 2007.08.07 Notes 2021.10.11
3505-007 2007.08.07 Property receipt 2021.10.11
3505-008 2007.08.28 Declaration 2021.10.11
3505-009 2007.09.07 Driver information 2021.10.11
3505-010 2007.09.07 Criminal history check 2021.10.11
3505-011 2007.09.07 Driver information 2021.10.11
3505-012 2007.09.07 Criminal history check 2021.10.11
3505-013 2007.09.07 Criminal history check 2021.10.11
3505-014 2007.09.07 Search records 2021.10.11
3505-015 2007.09.07 Criminal history check 2021.10.11
3505-016 2007.09.07 Criminal history check 2021.10.11
3505-017 2008.01.10 Letter 2021.10.11
3505-018 2008.03.18 Transcript 2021.10.11
3505-019 2008.06.19 [redacted] submission to DAG 2021.10.11
3505-020 2008.06.30 Letter 2021.10.11
3505-021 2008.07.10 Letter 2021.10.11
3505-022 2008.07.10 Letter 2021.10.11
3505-023 2008.09.02 Letter 2021.10.11
3505-024 2008.12.05 Letter 2021.10.11
3505-025 2009.02.09 Complaint 2021.10.11
3505-026 2009.02.13 Plaintiff response 2021.10.11
3505-027 2009.03.23 Plaintiff notice 2021.10.11
3505-028 2009.06.17 Letter 2021.10.11
3505-029 2009.06.17 Letter 2021.10.11
3505-030 2009.08.13 Transcript 2021.10.11
3505-031 2009.08.31 Transcript 2021.10.11
3505-032 2009.09.31 Summary report 2021.10.11
3505-033 2009.10.10 Medical records 2021.10.11
3505-034 2009.10.20 Questionnaire 2021.10.11
3505-035 2009.10.21 Transcript 2021.10.11
3505-036 2009.10.21 Medical examination 2021.10.11
3505-037 2009.10.24 Notes 2021.10.11
3505-038 2009.11.06 Plaintiff's Notice 2021.10.11
3505-039 2009.11.09 Medical records 2021.10.11
3505-040 2009.11.13 Medical report 2021.10.11
3505-041 2009.12.02 Plaintiff's Notice 2021.10.11
3505-042 2009.12.03 Response 2021.10.11
3505-043 2009.12.04 Deposition 2021.10.11
3505-044 2009.12.04 Deposition 2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
3 EFTA00021970
```

## Page 4 (FAST)

## Visible Text (verbatim)
[img]
3505-045	2009.12.04	Deposition Exhibit	2021.10.11
3505-046	2009.12.04	Deposition Exhibit	2021.10.11
3505-047	2009.12.04	Deposition Exhibit	2021.10.11
3505-048	2009.12.09	Notes	2021.10.11
3505-049	2009.12.18	Settlement Resolution Notice	2021.10.11
3505-050	2010.10.14	Arrest report	2021.10.11
3505-051	2011.03.12	FBI Report	2021.10.11
3505-052	2011.03.12	FBI Report	2021.10.11
3505-053	2011.04.20	Arrest report	2021.10.11
3505-054	2011.11.16	Arrest report	2021.10.11
3505-055	2012.02.28	Arrest report	2021.10.11
3505-056	2012.09.30	Arrest report	2021.10.11
3505-057	2013.03.07	Arrest report	2021.10.11
3505-058	2014.02.26	Transcript	2021.10.11
3505-059	2019.03.19	Interview 302	2021.10.11
3505-060	2019.03.19	Notes	2021.10.11
3505-061	2019.07.23	Email	2021.10.11
3505-062	2019.08.07	Email	2021.10.11
3505-063	2019.08.23	Email	2021.10.11
3505-064	2020.02.25	Email	2021.10.11
3505-065	2020.03.10	Email	2021.10.11
3505-066	2020.07.07	Email	2021.10.11
3505-067	2020.07.16	Email	2021.10.11
3505-068	2020.07.17	Interview 302	2021.10.11
3505-069	2020.07.17	Notes	2021.10.11
3505-070	2020.07.17	Email	2021.10.11
3505-071	Attachment to email	2021.10.11
3505-072	Attachment to email	2021.10.11
3505-073	2020.08.11	Notes	2021.10.11
3505-074	2020.08.11	Interview 302	2021.10.11
3505-075	2020.08.11	Notes	2021.10.11
3505-076	2021.01.19	Interview 302	2021.10.11
3505-077	2021.01.19	Notes	2021.10.11
3505-078	2021.01.20	Criminal history check	2021.10.11
3505-079	2021.01.20	Interview 302	2021.10.11
3505-080	2021.01.20	Notes	2021.10.11
3505-081	2021.01.21	Interview 302	2021.10.11
3505-082	2021.01.21	Notes	2021.10.11
3505-083	2021.01.21	Exhibit to notes	2021.10.11
3505-084	2021.01.28	Email	2021.10.11
3505-085	2021.03.29	Grand Jury presentation	2021.10.11
3505-086	2021.03.29	Transcript	2021.10.11
3505-087	2021.04.18	Email	2021.10.11
3505-088	2021.06.07	Notes	2021.10.11
3505-089	2021.06.09	Notes	2021.10.11
3505-090	2021.06.23	Notes	2021.10.11
3505-091	2021.06.24	Notes	2021.10.11
3505-092	2021.07.13	Notes	2021.10.11
3505-093	2021.08.16	Notes	2021.10.11
3505-094	2021.08.19	Email	2021.10.11
3505-095	2021.08.19	Text message	2021.10.11
3505-096	2021.08.19	Text message	2021.10.11
3505-097	2021.08.26	Notes	2021.10.11
3505-098	Notes	2021.10.11
3505-099	Notes	2021.10.11
3505-100	Answers to Interrogatories	2021.10.11
3505-101	Criminal history check	2021.10.11
3505-102	Criminal history check	2021.10.11
3505-103	Plaintiff's Response	2021.10.11
3505-104	Plaintiff's Notice	2021.10.11
3505-105	Photographs	2021.10.11
3505-106	Answers to Interrogatories	2021.10.11
3505-107	Criminal history check	2021.10.11
3505-108	2021.10.27	Notes	2021.11.06
3505-109	2021.10.15	Voicemail	2021.11.06
Jack Scarola

3506	Date	Description	Attorney	Produced to Defense
3505-001	2009.11.06	Deposition transcript	2021.10.11
3505-002	2021.06.23	Interview 302	2021.10.11
3505-003	2021.06.23	Exhibit to notes	2021.10.11
3505-004	2021.06.23	Notes	2021.10.11
3505-005	2021.07.13	Notes	2021.10.11
3505-006	2021.07.15	Notes	2021.10.11
3505-007	2021.08.24	Text messages	2021.10.11
3505-008	2021.08.24	Text messages	2021.10.11
3505-009	2021.08.27	Notes	2021.10.11
3505-010	Criminal history check	2021.10.11
3505-011	Criminal history check	2021.10.11
3505-012	Criminal history check	2021.10.11
3505-013	Criminal history check	2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
4
EFTA00021971

This appears to be a document page, likely from a legal discovery or evidence production file. It contains two main tables detailing various documents and their metadata. The document is also marked with protective order notices at the bottom.

## Page 5 (FAST)

This looks like a document page.

## Visible Text (verbatim)
3505-014
Text messages
2021.10.11

3507
Date
Description
Attorney
Produced to Defense
3507-001
2006.01.11
Memorandum
2021.10.11
3507-002
2006.07.13
Palm Beach Police Report
2021.10.11
3507-003
2006.12.04
Criminal history check
2021.10.11
3507-004
2007.01.11
Interview 302
2021.10.11
3507-005
2007.01.19
Memorandum
2021.10.11
3507-006
2007.02.02
Interview 302
2021.10.11
3507-007
2007.02.02
Notes
2021.10.11
3507-008
2007.02.02
Exhibit to notes
2021.10.11
3507-009
2007.05.22
Transcript
2021.10.11
3507-010
2007.07.30
Declaration
2021.10.11
3507-011
2010.02.16
Transcript
2021.10.11
3507-012
2021.09.27
Interview 302
2021.10.11
3507-013
2021.09.27
Notes
2021.10.11
3507-014
Criminal history check
2021.10.11
3507-015
Criminal history check
2021.10.11
3507-016
Notes
2021.11.06

3508
Date
Description
Attorney
Produced to Defense
3508-001
2021.09.02
Interview 302
2021.10.11
3508-002
2021.09.02
Notes
2021.10.11
3508-003
2021.10.18
Notes
2021.10.25

3509
Date
Description
Attorney
Produced to Defense
3509-001
2019.09.19
Interview 302
2021.10.11
3509-002
2019.09.19
Notes
2021.10.11
3509-003
2019.11.14
Interview 302
2021.10.11
3509-004
2019.11.14
Notes
2021.10.11
3509-005
2019.12.17
Interview 302
2021.10.11
3509-006
2019.12.17
Notes
2021.10.11
3509-007
2020.01.17
Complaint
2021.10.11
3509-008
2020.02.27
Interview 302
2021.10.11
3509-009
2020.02.27
Notes
2021.10.11
3509-010
2020.03.20
Email
2021.10.11
3509-011
2020.04.03
Notes
2021.10.11
3509-012
2020.06.03
Email
2021.10.11
3509-013
2020.06.08
Email
2021.10.11
3509-014
2020.06.08
Email
2021.10.11
3509-015
2020.06.26
Email
2021.10.11
3509-016
2020.06.28
Transcript
2021.10.11
3509-017
2020.07.12
Email
2021.10.11
3509-018
2020.08.03
Email
2021.10.11
3509-019
2020.08.03
Email
2021.10.11
3509-020
2021.03.23
Interview 302
2021.10.11
3509-021
2021.03.23
Notes
2021.10.11
3509-022
2021.09.02
Interview 302
2021.10.11
3509-023
2021.09.02
Notes
2021.10.11
3509-024
2021.09.02
Notes
2021.10.11
3509-025
2021.09.14
Notes
2021.10.11
3509-026
2021.10.21
Notes
2021.10.11
3509-027
Text messages
2021.10.11
3509-028
2021.10.13
Notes
2021.10.25
3509-029
2021.10.14
Notes
2021.10.25
3509-030
2021.08.18
Email
2021.11.06
3509-031
2021.10.27
Documentation of services
2021.11.06
3509-032
2021.11.01
Notes
2021.11.06
3509-033
2021.11.03
Notes
2021.11.06
3509-034
Notes
2021.11.06
3509-035
Notes
2021.11.06
Robert Glassman

3510
Date
Description
Attorney
Produced to Defense
3510-001
2020.01.14
Interview 302
2021.10.11
3510-002
2020.01.14
Notes
2021.10.11
3510-003
2020.06.28
Grand jury transcript
2021.10.11
3510-004
2021.05.03
Notes
2021.10.11
3510-005
2021.08.30
Interview 302
2021.10.11
3510-006
2021.08.30
Notes
2021.10.11
3510-007
2021.08.31
Interview 302
2021.10.11
3510-008
2021.08.31
Notes
2021.10.11
3510-009
2021.09.01
Text messages
2021.10.11
3510-010
Text messages
2021.10.11
3510-011

3511
Date
Description
Attorney
Produced to Defense
3511-001
2021.07.30
Email
2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
5
EFTA00021972

## Page 6 (FAST)

## Visible Text (verbatim)
3511-002	2021.08.05	Email
3511-003	Attachment to email
2021.10.11
2021.10.11
3512
Date	Description	Attorney	Produced to Defense
3512-001	2003.10.15	Palm Beach Police Report	2021.10.11
3512-002	Palm Beach Police Report	2021.10.11
3512-003	Palm Beach Police Report	2021.10.11
3512-004	2021.05.19	Notes	2021.10.11
3512-005	2021.06.08	Notes	2021.10.11
3512-006	2021.07.13	Notes	2021.10.11
3513
Date	Description	Attorney	Produced to Defense
3513-001	1995.11.07	Letter	2021.10.11
3513-002	2019.08.27	Interview 302	2021.10.11
3513-003	2019.08.27	Notes	2021.10.11
3513-004	2019.08.27	Transcript	2021.10.11
3513-005	2019.09.19	Interview 302	2021.10.11
3513-006	2019.09.19	Notes	2021.10.11
3513-007	2019.09.20	Email	2021.10.11
3513-008	2019.10.03	FBI Report	2021.10.11
3513-009	2019.12.15	Interview 302	2021.10.11
3513-010	2019.12.15	Notes	2021.10.11
3513-011	2019.12.15	Exhibit to Notes	2021.10.11
3513-012	2019.12.15	Exhibit to Notes	2021.10.11
3513-013	2019.12.15	Exhibit to Notes	2021.10.11
3513-014	2019.12.15	Exhibit to Notes	2021.10.11
3513-015	2019.12.15	Exhibit to Notes	2021.10.11
3513-016	2019.12.15	Exhibit to Notes	2021.10.11
3513-017	2019.12.15	Exhibit to Notes	2021.10.11
